age,marital,education,default,housing,loan,contact,duration,campaign,previous,poutcome,subscription
35,divorced,secondary,no,yes,no,cellular,46,1,0,unknown,0
27,married,secondary,no,yes,yes,unknown,266,2,0,unknown,0
32,married,secondary,no,yes,no,cellular,321,2,0,unknown,0
44,married,tertiary,no,no,no,cellular,99,24,0,unknown,0
42,married,secondary,no,yes,no,unknown,147,1,0,unknown,0
34,single,tertiary,no,no,no,cellular,430,1,0,unknown,1
25,single,secondary,no,no,yes,cellular,264,1,0,unknown,0
40,single,secondary,no,no,no,cellular,156,6,0,unknown,0
43,divorced,tertiary,no,no,no,cellular,118,1,2,failure,0
55,married,tertiary,no,no,no,unknown,343,3,0,unknown,0
50,married,secondary,no,yes,no,cellular,226,3,0,unknown,0
45,divorced,tertiary,no,no,no,unknown,5,1,0,unknown,0
35,divorced,secondary,no,yes,no,cellular,138,1,0,unknown,0
32,married,secondary,no,yes,no,cellular,185,1,5,success,1
59,married,secondary,no,no,no,telephone,722,1,4,failure,0
34,married,secondary,no,yes,no,unknown,748,1,0,unknown,0
39,married,tertiary,no,yes,no,unknown,142,1,0,unknown,0
40,single,secondary,no,yes,no,cellular,523,3,0,unknown,0
36,single,primary,no,yes,no,unknown,8,10,0,unknown,0
40,married,tertiary,no,yes,no,cellular,153,1,0,unknown,0
55,married,secondary,no,yes,no,unknown,210,2,0,unknown,0
38,married,secondary,yes,yes,no,cellular,121,1,0,unknown,0
61,married,secondary,no,no,no,cellular,212,1,0,unknown,1
41,married,tertiary,no,yes,no,unknown,253,3,0,unknown,0
57,married,primary,no,yes,no,unknown,139,4,0,unknown,0
48,married,secondary,no,yes,no,unknown,71,1,0,unknown,0
77,married,tertiary,no,no,no,telephone,421,1,2,success,1
35,married,secondary,no,yes,no,unknown,199,1,0,unknown,0
54,married,secondary,no,yes,no,unknown,108,1,0,unknown,0
37,single,unknown,no,yes,no,unknown,247,2,0,unknown,0
56,single,secondary,no,yes,no,telephone,236,4,0,unknown,0
40,married,secondary,no,yes,no,cellular,97,4,5,failure,0
40,married,tertiary,no,no,no,cellular,109,8,0,unknown,0
54,married,tertiary,no,yes,no,cellular,112,2,0,unknown,0
55,married,primary,no,yes,no,unknown,15,10,0,unknown,0
55,divorced,secondary,yes,yes,no,cellular,502,3,0,unknown,0
52,married,primary,no,yes,no,unknown,30,3,0,unknown,0
55,single,primary,no,yes,no,unknown,193,2,0,unknown,0
33,married,tertiary,no,yes,no,cellular,347,2,0,unknown,0
52,married,unknown,no,yes,no,unknown,468,2,0,unknown,0
33,divorced,secondary,no,yes,no,unknown,148,1,0,unknown,0
53,married,secondary,no,no,no,telephone,295,1,2,success,1
46,married,secondary,no,no,no,cellular,388,6,0,unknown,1
44,single,secondary,no,yes,no,cellular,1735,4,0,unknown,1
48,divorced,tertiary,no,yes,no,unknown,339,1,0,unknown,0
50,married,secondary,no,yes,no,cellular,172,1,1,failure,0
34,single,secondary,no,yes,yes,cellular,117,2,0,unknown,0
38,single,secondary,no,no,yes,unknown,587,2,0,unknown,0
42,single,tertiary,no,yes,no,cellular,501,2,0,unknown,0
32,single,tertiary,no,no,no,cellular,203,5,1,failure,0
58,married,secondary,no,yes,yes,telephone,282,9,0,unknown,0
31,married,tertiary,no,no,no,cellular,110,5,0,unknown,0
19,single,primary,no,no,no,cellular,104,2,0,unknown,1
41,married,tertiary,no,no,no,cellular,231,1,0,unknown,0
31,married,secondary,no,yes,no,unknown,378,3,0,unknown,0
52,single,primary,no,no,yes,cellular,193,6,0,unknown,0
42,divorced,tertiary,no,yes,no,unknown,110,5,0,unknown,0
41,single,secondary,no,yes,no,cellular,92,1,0,unknown,0
30,single,secondary,no,no,no,cellular,1407,1,0,unknown,1
38,married,secondary,no,yes,yes,cellular,168,1,2,failure,0
32,married,tertiary,no,yes,no,cellular,738,3,0,unknown,0
52,married,secondary,no,yes,no,cellular,220,1,5,failure,1
48,divorced,tertiary,no,yes,no,unknown,89,2,0,unknown,0
36,married,tertiary,no,yes,no,cellular,30,29,0,unknown,0
45,divorced,primary,no,no,no,cellular,103,1,4,failure,0
34,married,tertiary,no,yes,yes,unknown,70,1,0,unknown,0
36,married,primary,no,yes,no,cellular,904,2,0,unknown,1
34,married,tertiary,no,yes,no,cellular,159,1,2,other,0
61,married,secondary,no,no,no,cellular,336,1,2,other,0
54,married,secondary,no,no,no,unknown,220,1,0,unknown,0
50,married,secondary,no,no,no,telephone,238,1,0,unknown,0
43,divorced,secondary,no,yes,no,cellular,585,4,4,failure,0
47,married,primary,no,no,no,cellular,293,3,0,unknown,0
45,married,secondary,no,yes,no,unknown,68,1,0,unknown,0
57,married,primary,no,no,no,unknown,97,1,0,unknown,0
27,married,secondary,no,yes,no,unknown,1713,1,0,unknown,0
49,divorced,secondary,no,no,no,cellular,218,3,0,unknown,0
43,married,primary,no,yes,no,cellular,109,1,2,failure,0
40,married,tertiary,no,yes,no,telephone,661,1,0,unknown,0
32,single,secondary,no,yes,no,cellular,145,1,0,unknown,0
58,married,primary,no,yes,no,telephone,54,4,0,unknown,0
34,single,secondary,no,yes,no,cellular,111,1,0,unknown,0
46,divorced,secondary,no,yes,no,unknown,566,2,0,unknown,0
29,married,secondary,no,no,no,cellular,136,1,0,unknown,0
52,married,primary,no,no,no,cellular,273,1,0,unknown,0
45,married,tertiary,no,no,no,cellular,160,1,0,unknown,0
26,single,secondary,no,no,no,cellular,76,4,0,unknown,0
40,married,tertiary,no,no,no,cellular,44,1,0,unknown,0
41,married,secondary,no,yes,yes,unknown,239,1,0,unknown,0
47,single,secondary,no,no,no,cellular,250,2,4,success,1
27,single,unknown,no,no,no,cellular,792,4,0,unknown,0
27,married,secondary,no,yes,no,cellular,198,13,0,unknown,0
48,married,secondary,no,yes,no,unknown,73,1,0,unknown,0
49,married,secondary,no,no,no,cellular,157,3,0,unknown,0
35,married,primary,no,yes,no,cellular,90,6,0,unknown,0
47,married,secondary,yes,no,no,cellular,236,2,0,unknown,0
54,married,tertiary,no,no,no,cellular,118,5,0,unknown,0
39,single,tertiary,no,no,no,telephone,40,1,0,unknown,0
28,single,secondary,no,yes,no,cellular,346,1,0,unknown,0
54,married,primary,no,no,no,unknown,200,2,0,unknown,0
34,married,secondary,no,yes,no,cellular,187,3,3,other,0
63,married,secondary,no,no,no,cellular,113,1,1,failure,0
42,married,tertiary,no,yes,no,unknown,192,32,0,unknown,0
43,single,secondary,no,no,no,unknown,92,1,0,unknown,0
37,married,secondary,no,yes,no,cellular,682,2,7,success,0
55,married,primary,no,no,no,cellular,139,9,0,unknown,0
43,single,tertiary,no,no,no,cellular,501,2,0,unknown,1
41,married,secondary,yes,no,yes,cellular,651,1,0,unknown,1
47,divorced,secondary,no,yes,no,cellular,405,13,0,unknown,0
34,married,secondary,no,yes,no,unknown,350,1,0,unknown,0
28,single,secondary,no,no,no,cellular,125,2,0,unknown,0
36,married,secondary,no,yes,no,cellular,36,2,0,unknown,0
50,married,secondary,no,yes,no,cellular,35,1,1,failure,0
35,married,secondary,no,yes,no,unknown,389,2,0,unknown,0
40,married,secondary,no,yes,yes,cellular,194,1,1,failure,0
26,single,tertiary,no,no,no,cellular,168,3,0,unknown,0
36,divorced,tertiary,no,yes,no,unknown,347,3,0,unknown,0
59,married,primary,no,no,no,cellular,3025,2,0,unknown,0
28,single,secondary,no,no,no,cellular,83,13,0,unknown,0
46,married,unknown,no,yes,no,unknown,332,2,0,unknown,0
50,married,secondary,no,no,no,cellular,219,10,0,unknown,0
53,married,tertiary,no,yes,no,cellular,427,1,1,failure,0
81,married,secondary,no,no,no,cellular,65,5,0,unknown,0
35,divorced,secondary,no,yes,no,cellular,192,2,0,unknown,0
58,married,unknown,no,no,no,cellular,155,1,0,unknown,0
44,married,secondary,no,yes,yes,cellular,161,1,0,unknown,0
38,married,tertiary,no,yes,no,cellular,533,1,0,unknown,0
49,married,secondary,no,no,no,cellular,19,3,2,other,0
33,single,tertiary,no,no,yes,cellular,193,1,8,failure,0
29,married,tertiary,no,yes,yes,cellular,819,3,0,unknown,0
28,single,secondary,no,no,no,cellular,278,1,0,unknown,1
31,married,secondary,no,yes,yes,telephone,211,3,0,unknown,0
33,single,tertiary,no,no,no,cellular,617,2,0,unknown,0
52,married,secondary,no,yes,no,cellular,61,2,0,unknown,0
43,divorced,tertiary,no,yes,no,cellular,197,6,0,unknown,0
32,single,secondary,no,yes,no,cellular,34,7,0,unknown,0
36,married,tertiary,no,yes,yes,cellular,95,4,0,unknown,0
41,married,secondary,no,yes,no,unknown,147,2,0,unknown,0
43,married,secondary,no,no,yes,cellular,668,2,0,unknown,0
45,married,tertiary,no,no,no,unknown,87,2,0,unknown,0
39,married,secondary,no,no,yes,cellular,405,1,0,unknown,0
41,married,secondary,no,yes,yes,unknown,83,7,0,unknown,0
31,married,secondary,no,no,no,cellular,115,1,0,unknown,0
37,single,tertiary,yes,yes,no,cellular,108,1,0,unknown,0
28,married,unknown,no,no,no,cellular,113,1,0,unknown,0
47,married,primary,no,yes,no,cellular,58,2,1,failure,0
37,married,primary,no,no,no,cellular,148,4,0,unknown,0
60,divorced,unknown,no,yes,no,cellular,188,1,2,failure,0
43,divorced,secondary,no,yes,no,telephone,75,3,0,unknown,0
58,divorced,tertiary,no,yes,yes,cellular,523,3,0,unknown,0
52,married,tertiary,no,yes,yes,telephone,103,1,0,unknown,0
50,married,primary,no,yes,no,cellular,146,2,4,success,0
32,single,secondary,no,no,no,cellular,356,1,0,unknown,1
42,married,primary,no,yes,no,cellular,71,1,0,unknown,0
31,married,secondary,no,yes,yes,cellular,189,2,0,unknown,0
28,married,secondary,no,yes,no,unknown,251,1,0,unknown,0
36,divorced,tertiary,no,no,no,cellular,127,8,0,unknown,0
51,single,tertiary,no,no,no,telephone,197,1,0,unknown,0
46,married,tertiary,no,yes,yes,cellular,84,1,0,unknown,0
50,single,secondary,no,no,no,unknown,141,2,0,unknown,0
32,married,secondary,no,yes,no,unknown,171,1,0,unknown,0
26,single,tertiary,no,no,no,cellular,262,3,0,unknown,0
41,married,tertiary,no,no,no,cellular,352,2,0,unknown,1
39,married,tertiary,no,yes,no,cellular,236,1,1,failure,0
31,married,secondary,no,yes,no,unknown,184,1,0,unknown,0
28,single,tertiary,no,yes,yes,cellular,568,2,0,unknown,0
31,single,secondary,no,no,no,cellular,105,2,0,unknown,0
30,married,tertiary,no,yes,no,cellular,260,1,0,unknown,0
35,married,tertiary,no,no,no,cellular,222,3,4,success,1
33,married,primary,no,yes,no,unknown,447,2,0,unknown,0
30,single,tertiary,no,yes,no,cellular,239,8,0,unknown,0
32,single,secondary,no,yes,no,cellular,426,1,0,unknown,0
40,single,tertiary,no,no,no,cellular,333,1,3,failure,0
31,married,tertiary,no,no,no,cellular,174,2,0,unknown,0
36,married,secondary,no,yes,yes,unknown,284,2,0,unknown,0
33,single,tertiary,no,yes,no,cellular,428,1,0,unknown,0
57,married,secondary,no,yes,yes,cellular,236,1,0,unknown,0
45,married,secondary,no,no,no,cellular,150,2,0,unknown,0
59,married,tertiary,no,no,no,cellular,237,1,2,failure,0
30,single,tertiary,no,yes,yes,cellular,1031,8,0,unknown,1
33,married,tertiary,no,no,no,cellular,107,1,3,failure,0
52,married,secondary,no,yes,no,unknown,45,13,0,unknown,0
83,married,secondary,no,no,no,cellular,140,10,0,unknown,0
58,divorced,tertiary,no,no,no,unknown,700,1,0,unknown,1
33,divorced,tertiary,yes,no,yes,cellular,155,1,0,unknown,0
41,divorced,primary,no,yes,no,unknown,211,5,0,unknown,0
31,married,secondary,no,no,no,cellular,165,4,0,unknown,0
35,divorced,secondary,no,no,yes,cellular,144,5,0,unknown,0
27,single,tertiary,no,yes,no,unknown,590,3,0,unknown,1
57,divorced,unknown,no,no,no,unknown,43,8,0,unknown,0
56,married,unknown,no,no,no,unknown,471,2,0,unknown,0
53,single,secondary,no,yes,no,unknown,295,2,0,unknown,0
39,married,tertiary,no,yes,no,unknown,526,2,0,unknown,1
32,single,tertiary,no,yes,yes,cellular,27,10,0,unknown,0
46,married,secondary,no,no,no,cellular,1181,4,0,unknown,1
56,married,tertiary,no,no,no,cellular,103,2,0,unknown,0
46,divorced,tertiary,no,yes,no,telephone,249,3,2,failure,0
29,married,secondary,no,yes,no,cellular,231,4,0,unknown,0
60,married,primary,no,yes,yes,cellular,123,2,3,failure,0
33,single,tertiary,no,yes,no,cellular,199,2,2,failure,0
27,single,tertiary,no,no,no,cellular,197,1,3,failure,0
50,divorced,tertiary,no,yes,no,unknown,67,2,0,unknown,0
45,married,secondary,no,no,yes,cellular,220,1,0,unknown,0
58,married,secondary,no,no,no,cellular,122,6,0,unknown,0
59,married,primary,no,yes,no,unknown,104,7,0,unknown,0
58,divorced,primary,no,yes,no,cellular,307,6,0,unknown,0
64,married,primary,no,no,no,cellular,117,1,1,success,0
47,married,secondary,no,no,no,cellular,253,1,1,success,0
40,married,tertiary,no,yes,no,cellular,770,2,0,unknown,0
36,divorced,secondary,no,yes,yes,cellular,190,1,1,other,0
28,single,tertiary,no,yes,no,cellular,767,5,0,unknown,1
38,single,tertiary,no,yes,no,cellular,232,2,0,unknown,1
53,married,primary,no,yes,no,cellular,854,2,3,other,0
46,single,secondary,no,yes,no,unknown,293,6,0,unknown,0
54,married,secondary,no,no,no,telephone,986,1,8,failure,0
32,married,tertiary,no,no,no,cellular,66,1,0,unknown,0
55,married,primary,no,no,yes,cellular,114,1,1,failure,0
55,divorced,secondary,no,no,no,cellular,205,1,0,unknown,0
56,married,secondary,no,no,yes,telephone,31,4,0,unknown,0
40,married,secondary,no,no,no,unknown,113,1,0,unknown,0
44,married,secondary,no,yes,no,cellular,200,1,1,failure,0
32,married,unknown,no,yes,no,cellular,158,1,1,failure,0
33,married,tertiary,no,yes,no,unknown,99,4,0,unknown,0
41,divorced,secondary,no,no,no,cellular,45,3,0,unknown,0
37,married,secondary,no,yes,no,cellular,239,4,2,other,0
58,single,tertiary,no,yes,no,telephone,168,3,0,unknown,0
52,married,secondary,no,no,yes,cellular,196,2,0,unknown,0
49,single,secondary,no,no,no,unknown,319,6,0,unknown,0
44,married,primary,no,no,no,unknown,209,3,0,unknown,0
28,single,unknown,no,no,no,cellular,184,1,0,unknown,0
31,married,secondary,no,no,yes,cellular,156,2,0,unknown,0
37,married,secondary,no,yes,no,cellular,35,16,0,unknown,0
30,single,tertiary,no,yes,no,cellular,88,2,0,unknown,0
28,single,secondary,no,no,no,cellular,347,3,2,success,1
46,married,secondary,no,yes,no,cellular,126,2,8,failure,0
47,married,tertiary,no,yes,no,cellular,157,5,0,unknown,0
35,married,primary,no,yes,no,unknown,212,5,0,unknown,0
80,married,primary,no,no,no,telephone,123,1,0,unknown,0
30,single,tertiary,no,yes,yes,unknown,306,5,0,unknown,0
55,single,secondary,no,yes,no,unknown,63,1,0,unknown,0
22,single,tertiary,no,no,yes,cellular,119,1,0,unknown,0
33,single,primary,no,yes,no,unknown,29,1,0,unknown,0
53,married,unknown,no,no,no,cellular,117,2,0,unknown,0
49,married,tertiary,no,no,no,cellular,231,2,0,unknown,0
51,married,secondary,no,no,yes,cellular,123,4,0,unknown,0
41,married,tertiary,no,yes,no,cellular,265,1,0,unknown,0
34,married,secondary,no,yes,no,cellular,144,1,0,unknown,0
36,single,secondary,no,no,yes,unknown,559,3,0,unknown,0
35,married,tertiary,no,no,no,cellular,74,1,4,failure,0
29,married,secondary,no,yes,no,cellular,183,1,0,unknown,0
40,single,tertiary,no,yes,no,cellular,631,1,0,unknown,0
32,divorced,tertiary,no,no,no,cellular,1282,6,0,unknown,1
48,married,secondary,no,no,no,unknown,108,2,0,unknown,0
59,married,unknown,no,no,no,unknown,1199,1,0,unknown,1
35,divorced,tertiary,no,yes,no,unknown,736,2,0,unknown,1
33,single,tertiary,no,no,no,cellular,264,1,0,unknown,0
55,married,primary,no,no,no,unknown,262,1,0,unknown,0
41,married,secondary,no,yes,no,unknown,244,1,0,unknown,0
42,married,primary,no,no,no,unknown,107,2,0,unknown,0
46,married,primary,no,no,no,unknown,9,1,0,unknown,0
35,divorced,secondary,no,no,no,cellular,149,2,0,unknown,0
28,single,tertiary,no,no,no,cellular,321,2,0,unknown,0
25,single,secondary,no,no,no,cellular,224,1,3,failure,0
56,single,tertiary,no,no,no,cellular,157,6,0,unknown,0
30,single,secondary,no,no,no,cellular,250,1,0,unknown,0
45,married,secondary,no,no,no,cellular,209,4,0,unknown,0
40,married,tertiary,no,no,no,unknown,111,3,0,unknown,0
40,married,secondary,no,yes,no,cellular,55,2,4,failure,0
39,married,secondary,no,yes,yes,cellular,290,13,0,unknown,0
48,married,tertiary,no,no,no,unknown,383,1,0,unknown,0
31,single,tertiary,no,yes,no,cellular,380,1,0,unknown,0
32,married,tertiary,no,no,no,cellular,124,3,0,unknown,0
34,married,secondary,no,yes,yes,unknown,224,2,0,unknown,0
26,single,secondary,no,no,no,cellular,240,1,8,other,0
31,married,tertiary,no,yes,no,cellular,385,3,9,other,0
37,single,tertiary,no,yes,no,cellular,133,1,0,unknown,0
29,single,unknown,no,no,no,cellular,91,1,0,unknown,0
57,married,secondary,no,yes,yes,cellular,63,3,0,unknown,0
47,single,tertiary,no,yes,no,cellular,192,2,0,unknown,0
38,single,secondary,no,yes,no,unknown,91,2,0,unknown,0
48,married,primary,no,no,yes,cellular,79,1,8,failure,0
50,married,tertiary,no,no,yes,cellular,96,1,0,unknown,1
33,married,secondary,no,yes,no,cellular,25,2,0,unknown,0
28,single,secondary,no,yes,no,cellular,227,2,0,unknown,0
30,single,secondary,no,no,no,cellular,110,1,0,unknown,0
52,divorced,secondary,no,no,no,cellular,134,2,0,unknown,0
36,married,secondary,no,no,no,cellular,213,1,0,unknown,1
36,single,secondary,no,yes,no,cellular,75,1,1,failure,0
46,married,secondary,no,no,no,cellular,109,2,0,unknown,0
57,married,tertiary,no,no,no,cellular,162,3,0,unknown,0
28,single,secondary,no,no,no,cellular,275,1,0,unknown,1
46,married,secondary,no,yes,no,cellular,154,1,1,other,0
55,married,primary,no,no,no,cellular,632,4,0,unknown,1
33,married,tertiary,no,yes,yes,cellular,251,1,0,unknown,0
53,married,secondary,no,no,yes,telephone,141,1,0,unknown,0
41,single,secondary,no,yes,yes,cellular,154,1,0,unknown,0
60,married,secondary,no,yes,no,cellular,63,1,0,unknown,0
35,married,primary,no,no,yes,cellular,259,1,0,unknown,0
43,divorced,primary,no,yes,no,unknown,100,1,0,unknown,0
57,divorced,primary,no,no,no,unknown,17,10,0,unknown,0
46,married,secondary,no,yes,no,telephone,192,9,0,unknown,0
31,married,primary,no,yes,no,unknown,97,9,0,unknown,0
53,married,secondary,no,no,no,cellular,41,2,0,unknown,0
35,married,secondary,no,yes,no,unknown,200,3,0,unknown,0
32,single,secondary,no,yes,no,cellular,91,3,0,unknown,0
48,married,tertiary,no,yes,yes,cellular,264,1,0,unknown,1
50,married,secondary,no,yes,no,cellular,397,2,0,unknown,0
40,married,primary,no,yes,no,unknown,86,1,0,unknown,0
42,married,tertiary,no,no,no,cellular,446,1,0,unknown,0
59,married,secondary,no,no,no,cellular,304,1,0,unknown,0
27,single,primary,no,yes,no,unknown,88,4,0,unknown,0
32,single,tertiary,no,yes,no,cellular,86,2,0,unknown,0
35,single,secondary,no,yes,no,cellular,63,1,0,unknown,0
28,married,secondary,no,yes,no,cellular,335,2,8,failure,0
37,divorced,secondary,no,no,no,cellular,293,2,4,failure,0
57,married,primary,no,yes,no,unknown,227,4,0,unknown,0
42,single,secondary,no,yes,no,unknown,146,2,0,unknown,0
55,married,primary,no,yes,no,cellular,276,3,0,unknown,0
52,married,tertiary,no,yes,no,cellular,238,3,2,failure,0
26,single,secondary,no,yes,yes,cellular,14,6,0,unknown,0
52,married,secondary,no,yes,no,unknown,144,2,0,unknown,0
26,single,tertiary,no,no,no,cellular,367,1,0,unknown,0
33,married,secondary,no,yes,no,cellular,132,1,0,unknown,0
24,single,primary,no,yes,yes,unknown,42,4,0,unknown,0
37,divorced,tertiary,no,yes,no,unknown,227,1,0,unknown,0
28,single,secondary,no,no,no,telephone,40,8,6,failure,0
30,single,secondary,no,yes,no,unknown,614,2,0,unknown,0
33,married,primary,no,yes,no,unknown,270,1,0,unknown,0
55,married,primary,no,no,no,unknown,15,1,0,unknown,0
33,married,secondary,no,yes,no,unknown,304,2,0,unknown,0
42,married,secondary,no,yes,no,cellular,79,3,0,unknown,0
37,married,tertiary,no,yes,no,cellular,101,1,0,unknown,0
59,married,primary,no,yes,no,unknown,55,3,0,unknown,0
27,single,secondary,no,yes,no,unknown,205,3,0,unknown,0
23,married,tertiary,yes,yes,no,cellular,259,2,0,unknown,0
51,divorced,tertiary,no,no,no,cellular,60,2,0,unknown,0
50,married,primary,no,yes,no,cellular,122,2,0,unknown,0
43,married,secondary,no,yes,no,cellular,557,5,0,unknown,0
37,divorced,primary,no,yes,no,telephone,42,1,0,unknown,0
34,single,tertiary,no,yes,no,cellular,373,8,0,unknown,0
41,married,tertiary,no,yes,no,cellular,80,3,0,unknown,0
26,single,secondary,no,no,no,cellular,239,3,0,unknown,0
49,divorced,tertiary,no,no,no,unknown,29,1,0,unknown,0
29,single,secondary,no,yes,no,unknown,1663,1,0,unknown,1
30,single,tertiary,no,yes,no,unknown,186,4,0,unknown,0
