"account_length","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_night_minutes","total_night_calls","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls","churn"
179,"no","no",0,234.5,134,191.4,72,6.1,4,1.65,1,"no"
74,"no","no",0,187.7,127,196,94,9.1,5,2.46,0,"no"
157,"no","no",0,152.7,105,198.1,93,9.4,4,2.54,1,"no"
117,"no","no",0,180.6,134,101,122,10.6,6,2.86,4,"yes"
76,"no","no",0,223,109,138.6,126,11.6,8,3.13,2,"no"
150,"no","yes",27,209.8,112,251.5,111,7.2,6,1.94,0,"no"
118,"no","no",0,133.4,113,254.7,129,5.9,4,1.59,1,"no"
55,"no","yes",28,222.5,134,194.6,90,9.7,4,2.62,2,"no"
93,"no","no",0,164.9,68,229.4,104,7.8,4,2.11,2,"no"
85,"no","yes",21,283.2,110,149.5,80,6.3,1,1.7,5,"no"
60,"no","no",0,162.8,117,242.4,140,14.2,2,3.83,1,"no"
88,"no","no",0,242.4,89,142.4,95,5.4,2,1.46,1,"no"
92,"no","no",0,91.7,90,175,86,9.2,4,2.48,2,"no"
141,"yes","yes",37,258.6,84,326.4,97,11.2,5,3.02,0,"no"
146,"no","yes",32,154,80,148.2,107,8.2,4,2.21,3,"no"
73,"no","no",0,94.1,136,205,77,9.8,4,2.65,0,"no"
112,"no","no",0,189.4,83,168,116,7.1,8,1.92,3,"no"
42,"no","no",0,269.9,99,166.6,139,13.8,1,3.73,1,"no"
27,"no","no",0,82.6,105,224.2,122,9.1,4,2.46,1,"no"
46,"no","no",0,199.2,111,210.6,84,10.2,2,2.75,3,"no"
186,"no","no",0,137.8,97,146.4,85,8.7,6,2.35,1,"no"
132,"no","no",0,206.2,100,196.2,122,10.2,6,2.75,1,"no"
108,"no","yes",15,196.8,79,274.7,108,14.6,5,3.94,1,"no"
65,"no","yes",29,215.5,129,128.3,91,8.8,5,2.38,2,"no"
162,"no","no",0,115.1,89,212.4,98,11.4,3,3.08,2,"no"
91,"no","no",0,134.7,116,195.5,121,6.6,5,1.78,2,"no"
81,"no","yes",43,102.4,102,182.3,97,7.1,5,1.92,2,"no"
127,"no","yes",25,203.8,118,225.1,105,7.3,5,1.97,0,"no"
76,"yes","no",0,273.3,66,165.2,84,12,7,3.24,1,"yes"
75,"no","yes",28,200.6,96,169.6,153,2.5,5,0.68,1,"no"
69,"no","no",0,245.6,128,111.8,118,14.2,7,3.83,2,"no"
68,"yes","no",0,148.5,126,198.5,121,14.5,7,3.92,1,"yes"
172,"no","no",0,287.1,108,153.2,98,14.4,2,3.89,3,"yes"
71,"no","yes",22,141.4,107,220,99,5.6,3,1.51,2,"no"
79,"no","yes",31,103.1,90,76.4,92,12.2,8,3.29,3,"no"
13,"no","no",0,146.4,74,216.7,96,11.3,3,3.05,1,"no"
118,"no","yes",42,148.7,105,270.6,105,10.4,7,2.81,0,"no"
86,"no","yes",21,197.9,99,208,120,10.1,9,2.73,0,"no"
62,"no","no",0,245.3,91,228.4,102,8.5,4,2.3,4,"no"
129,"no","no",0,159.1,100,233.1,96,11.5,6,3.11,2,"no"
77,"no","no",0,189.5,112,214.1,91,9.2,7,2.48,0,"no"
55,"no","yes",20,189.3,95,250.2,102,12.5,4,3.38,2,"no"
132,"no","no",0,99,126,156.3,108,8.4,3,2.27,1,"no"
65,"no","no",0,131.5,119,155.3,83,11.1,7,3,1,"no"
81,"no","yes",36,115.9,120,255,90,11.7,6,3.16,3,"no"
190,"no","yes",26,116.7,71,175.1,103,9.9,3,2.67,1,"no"
71,"no","no",0,238,82,193.1,134,11.8,10,3.19,0,"yes"
116,"no","no",0,133.3,94,219,78,11.3,5,3.05,5,"yes"
122,"yes","yes",40,216.4,80,185.9,99,12.7,4,3.43,1,"no"
69,"no","no",0,170.7,98,171.5,107,4.8,7,1.3,3,"no"
92,"no","no",0,197,84,158.9,105,10.8,4,2.92,1,"no"
32,"yes","no",0,265.5,75,169.9,128,14.8,6,4,2,"yes"
57,"no","no",0,189.3,157,221.9,117,11.2,5,3.02,3,"no"
17,"no","no",0,161.5,123,315,106,8.6,5,2.32,1,"no"
44,"no","yes",25,152.9,106,247.3,107,8,5,2.16,1,"no"
150,"no","yes",28,174.4,75,201.6,130,11,4,2.97,1,"no"
76,"yes","no",0,241,120,220.2,67,9.9,1,2.67,1,"yes"
50,"no","yes",40,235.7,127,297.5,116,9.9,5,2.67,2,"no"
81,"yes","no",0,149.4,68,214.5,97,17.9,3,4.83,3,"yes"
86,"no","no",0,128.3,121,138.4,152,12.2,5,3.29,7,"yes"
165,"no","no",0,195.2,84,185.3,147,11.9,3,3.21,0,"no"
199,"no","yes",34,230.6,121,299.3,94,8,2,2.16,0,"no"
20,"no","no",0,190,109,181.5,102,6.3,6,1.7,0,"no"
164,"no","yes",30,238.8,100,206.3,66,13.2,8,3.56,1,"no"
140,"no","no",0,187.1,110,211.4,123,8.5,2,2.3,2,"no"
166,"yes","no",0,191.3,120,162.9,110,10.2,2,2.75,2,"yes"
119,"no","no",0,230.4,117,198.5,111,7.6,6,2.05,3,"no"
115,"no","no",0,226.4,101,213.4,82,12.3,4,3.32,3,"yes"
54,"yes","no",0,236.3,91,160.3,98,11.2,8,3.02,3,"no"
127,"no","yes",14,143.2,99,221.6,77,11.6,1,3.13,1,"no"
101,"no","no",0,136.2,92,196.9,116,13.3,7,3.59,3,"no"
120,"no","yes",40,128.1,99,199.7,121,15.6,3,4.21,0,"no"
93,"no","no",0,172.3,135,131.5,104,11.5,4,3.11,3,"no"
160,"no","no",0,82.7,116,159,54,10.9,9,2.94,0,"no"
97,"no","no",0,256.4,125,222.7,101,11.1,1,3,1,"yes"
139,"no","no",0,138.1,103,134.9,63,8.3,2,2.24,1,"no"
108,"yes","yes",42,130.1,90,244.7,80,13.6,5,3.67,3,"yes"
72,"no","no",0,272.4,88,185.5,81,12.7,2,3.43,0,"no"
92,"no","no",0,181.4,98,171,110,10.9,4,2.94,2,"no"
20,"no","yes",27,231.6,105,212,99,8.9,4,2.4,1,"no"
177,"no","no",0,227.8,81,217,106,8,5,2.16,1,"no"
72,"no","yes",33,96.6,59,163.3,117,6.2,4,1.67,4,"yes"
142,"no","no",0,128.5,95,79,95,9.2,6,2.48,2,"no"
150,"no","no",0,170,115,267.2,77,8.3,2,2.24,0,"no"
93,"yes","no",0,131.4,78,155.7,103,11.1,2,3,1,"yes"
96,"no","yes",27,261.3,96,179.4,97,11.3,2,3.05,1,"no"
11,"no","yes",38,209.8,130,233,79,7,7,1.89,1,"no"
87,"no","yes",21,214,113,134.5,82,10.6,5,2.86,0,"no"
63,"no","yes",33,184.2,111,264,55,12.2,4,3.29,1,"no"
146,"no","no",0,169.5,93,269.8,115,9,7,2.43,2,"no"
81,"no","yes",33,200.3,103,249.8,100,15.5,4,4.19,1,"no"
78,"no","no",0,193.1,85,129.6,119,10.2,1,2.75,0,"no"
137,"no","no",0,109.8,120,255.8,103,11.9,6,3.21,1,"no"
45,"no","no",0,78.6,106,184.2,111,7.4,5,2,1,"yes"
117,"yes","yes",22,196,82,225.6,120,3.7,5,1,1,"no"
21,"no","no",0,254.3,87,236.3,98,11.6,5,3.13,1,"yes"
76,"no","yes",12,98.4,100,177,68,15.1,3,4.08,1,"no"
91,"no","no",0,123.8,107,237.6,78,7.3,4,1.97,2,"no"
87,"no","no",0,176.6,83,185.3,89,9.4,1,2.54,0,"no"
139,"no","no",0,236.6,109,212.3,118,11.1,2,3,1,"yes"
103,"no","no",0,246.5,47,200.5,96,11.7,4,3.16,1,"no"
88,"no","no",0,274.6,105,194.4,123,9.2,4,2.48,2,"no"
174,"no","no",0,187.4,74,235.7,102,10.2,1,2.75,1,"no"
77,"no","yes",28,135.9,117,207.5,74,11.5,3,3.11,4,"yes"
31,"no","no",0,97.5,129,88.7,100,7,5,1.89,1,"no"
121,"no","yes",22,212.3,107,332.8,114,10.4,2,2.81,1,"no"
85,"no","no",0,142.7,82,141.4,88,5,8,1.35,3,"no"
67,"no","no",0,210.7,116,179.7,83,7.2,6,1.94,1,"no"
73,"no","no",0,203.3,45,200.7,71,8.5,6,2.3,0,"no"
89,"no","no",0,82.3,77,194.7,70,7.2,4,1.94,1,"no"
127,"no","yes",24,154.8,69,207.6,102,9,4,2.43,1,"no"
23,"no","yes",31,156.6,84,294.6,107,9.4,6,2.54,1,"no"
168,"no","no",0,183.2,131,292.8,100,9.9,5,2.67,2,"no"
101,"no","no",0,195.8,105,172,128,11.8,2,3.19,2,"no"
141,"no","no",0,217.1,110,253.5,103,12,6,3.24,0,"no"
73,"no","no",0,198.3,94,146.2,87,14.8,8,4,3,"no"
114,"no","yes",26,137.1,88,247.6,94,11.5,7,3.11,2,"no"
16,"yes","no",0,110,91,190.5,73,6.4,7,1.73,0,"no"
165,"no","yes",17,177.9,68,251.2,121,10.6,7,2.86,1,"no"
158,"no","no",0,220.9,129,233.3,75,6.4,5,1.73,0,"no"
135,"no","yes",22,197.1,113,134.7,135,14.6,5,3.94,2,"no"
105,"no","no",0,193.7,108,293.7,72,10.8,5,2.92,1,"no"
174,"no","no",0,192.1,97,166.6,54,11.4,4,3.08,1,"no"
88,"no","no",0,218.2,76,141.1,99,8,1,2.16,1,"no"
33,"no","no",0,228.1,77,224.5,119,7.5,1,2.03,0,"no"
114,"no","no",0,206.3,113,234.3,119,8.1,6,2.19,2,"no"
53,"no","no",0,168.8,97,154.3,113,10.9,2,2.94,0,"no"
125,"no","no",0,214.7,115,266.3,123,7.4,6,2,3,"no"
133,"no","no",0,165.9,98,208.9,120,11.2,11,3.02,2,"no"
194,"no","no",0,162.3,88,192.1,81,10.9,2,2.94,0,"no"
217,"no","no",0,99.7,74,220.3,73,14.4,4,3.89,0,"no"
65,"no","no",0,217.9,89,194.4,105,6.6,4,1.78,0,"no"
105,"no","yes",24,274.7,99,299.6,109,10.8,3,2.92,3,"no"
158,"no","no",0,119.8,123,219.8,111,12.4,5,3.35,1,"no"
63,"yes","yes",36,199,110,197.6,92,11,6,2.97,1,"no"
136,"no","no",0,102.1,75,73.7,92,9.8,5,2.65,0,"no"
90,"no","no",0,157.9,72,210,86,12.2,5,3.29,2,"no"
12,"no","no",0,239.7,112,207.3,109,11.1,3,3,2,"no"
135,"yes","no",0,174.8,112,180.1,102,12.7,6,3.43,3,"no"
128,"no","no",0,148.5,105,255.2,114,6.8,2,1.84,1,"no"
113,"no","no",0,210.2,109,173.3,94,9.9,4,2.67,3,"no"
21,"no","yes",31,135.9,90,179.1,89,9.5,7,2.57,6,"no"
123,"no","yes",34,305.2,80,280,81,13.2,7,3.56,1,"no"
83,"no","yes",36,95.9,87,228.6,109,13.3,4,3.59,0,"no"
78,"yes","yes",20,252.8,102,107.3,93,11.2,3,3.02,0,"no"
37,"no","no",0,191.1,69,207.5,117,12.9,1,3.48,0,"no"
138,"no","no",0,127.1,102,207.7,75,5,3,1.35,3,"no"
120,"no","yes",43,177.9,117,161.3,117,11.5,4,3.11,1,"no"
104,"no","yes",15,124.7,99,208.6,95,8,3,2.16,0,"no"
140,"no","yes",27,176,141,167.9,93,7.1,5,1.92,3,"no"
113,"no","no",0,150.1,120,266.7,105,11,3,2.97,2,"no"
134,"no","yes",32,224,75,211.6,80,10.7,5,2.89,2,"no"
122,"no","no",0,35.1,62,251.6,58,12.7,2,3.43,1,"no"
24,"no","yes",29,236.3,105,129,105,7.2,2,1.94,3,"no"
100,"no","no",0,216.2,107,138.4,127,10.2,3,2.75,0,"no"
120,"no","no",0,112.6,80,234.9,88,8.1,3,2.19,6,"yes"
105,"no","no",0,119.3,82,157,74,10.9,4,2.94,2,"no"
192,"no","no",0,221.6,101,167.4,83,12.7,6,3.43,4,"no"
161,"no","no",0,191.9,113,204.8,107,13.4,4,3.62,4,"yes"
123,"no","no",0,211,92,214.8,104,9.8,7,2.65,3,"no"
173,"no","no",0,154.6,81,132.9,99,6.9,5,1.86,0,"no"
80,"no","no",0,268.7,120,167,140,5.8,1,1.57,2,"yes"
94,"no","no",0,195.1,105,142.7,102,11.5,16,3.11,1,"no"
27,"no","no",0,232.1,81,165.4,87,15,6,4.05,5,"no"
158,"no","no",0,158,106,241.1,89,9.1,4,2.46,1,"no"
82,"no","no",0,135.4,102,118.3,91,17.5,4,4.73,0,"no"
106,"no","no",0,187.1,104,144.9,81,11,3,2.97,1,"no"
63,"no","yes",25,190,137,141.5,110,12.2,2,3.29,1,"no"
105,"no","no",0,193.2,139,226.4,133,7.8,2,2.11,1,"no"
85,"no","yes",30,173.1,107,158.7,104,11.5,5,3.11,1,"no"
102,"no","yes",31,125.3,92,168.2,68,6.3,2,1.7,3,"no"
102,"no","no",0,158,94,190.4,120,10.1,10,2.73,0,"no"
69,"no","yes",37,155,98,143.7,117,5.9,4,1.59,1,"no"
86,"no","no",0,227.9,105,223.2,120,14.2,5,3.83,3,"no"
117,"no","no",0,226.5,85,223,90,6.9,5,1.86,1,"no"
120,"no","no",0,252.1,110,155.6,83,13.8,3,3.73,1,"no"
121,"no","no",0,273.8,96,201.5,83,10.8,3,2.92,1,"yes"
93,"no","no",0,176.1,103,263.9,96,8.5,6,2.3,2,"no"
88,"no","yes",37,181.7,88,209.1,111,9.5,5,2.57,2,"no"
38,"no","no",0,281.1,113,230.1,60,10.9,3,2.94,1,"yes"
190,"no","yes",22,166.5,93,121,102,8.5,3,2.3,0,"no"
104,"no","no",0,189.3,73,232.2,76,7.5,8,2.03,3,"no"
125,"no","no",0,126.7,108,247.8,114,13.3,7,3.59,1,"no"
104,"no","no",0,246.4,108,208.1,125,14.1,8,3.81,2,"no"
88,"no","no",0,264.8,124,160.5,115,14.8,2,4,1,"yes"
149,"no","no",0,119.2,88,204.7,119,12.2,6,3.29,4,"yes"
60,"no","no",0,207.8,109,291.6,115,5.7,9,1.54,0,"no"
98,"no","no",0,171.9,77,140.3,125,14.6,4,3.94,2,"no"
104,"no","no",0,304,141,138.1,104,7.2,4,1.94,0,"yes"
116,"no","yes",17,193.4,112,248.1,98,11.4,3,3.08,5,"no"
47,"no","yes",28,141.3,94,113.5,84,7.8,2,2.11,1,"no"
132,"no","no",0,99.5,110,125.1,124,9.7,3,2.62,0,"no"
143,"no","no",0,168.6,85,282.3,69,13.3,10,3.59,1,"no"
125,"yes","no",0,158.7,112,246,110,8.3,1,2.24,2,"yes"
120,"yes","no",0,179.9,72,190.6,89,13.8,2,3.73,1,"yes"
113,"no","no",0,126,90,217,121,12.8,1,3.46,0,"no"
63,"no","no",0,120.1,103,127.3,82,6.3,4,1.7,1,"no"
130,"no","no",0,150.4,119,186.3,76,12.3,4,3.32,1,"no"
77,"no","no",0,221.8,84,210.2,72,13.2,4,3.56,1,"no"
35,"no","yes",23,194.6,106,189.6,88,10.1,7,2.73,4,"no"
103,"no","yes",29,294.7,95,300.3,127,13.7,6,3.7,1,"no"
68,"no","no",0,157.3,83,218.9,129,12,7,3.24,1,"no"
142,"yes","no",0,140.8,140,152.9,88,10.9,7,2.94,1,"no"
153,"no","yes",31,218.5,130,118.9,105,9.4,6,2.54,0,"no"
98,"no","no",0,190.5,106,110.8,88,11.4,5,3.08,2,"no"
69,"no","no",0,215.9,122,301.8,129,6.1,5,1.65,4,"yes"
78,"no","no",0,168.3,110,241,136,12.5,1,3.38,1,"no"
83,"no","no",0,167,120,131,107,8.6,2,2.32,1,"no"
50,"no","no",0,167.7,74,166.5,73,10.9,2,2.94,1,"no"
86,"no","yes",26,141.3,120,195.9,94,13.3,5,3.59,1,"no"
78,"no","no",0,252.9,93,263.9,105,9.5,7,2.57,3,"no"
66,"no","no",0,192.4,98,132.9,82,11.2,1,3.02,0,"no"
53,"no","no",0,184.8,98,141.1,116,18.4,3,4.97,2,"no"
167,"no","no",0,112.3,101,141.2,118,13.3,2,3.59,1,"no"
164,"no","no",0,192.1,95,132.6,100,7.3,3,1.97,3,"no"
96,"no","no",0,97.6,98,220.2,105,11.6,9,3.13,1,"no"
155,"yes","yes",26,211.7,121,146.7,89,11.1,3,3,1,"no"
98,"no","no",0,158.5,90,178.4,104,14.8,5,4,2,"no"
118,"no","yes",26,170.8,114,169.7,98,9.6,5,2.59,5,"yes"
90,"no","no",0,205.7,138,269.7,104,12.5,6,3.38,2,"no"
42,"no","no",0,196.5,89,143.2,105,4,7,1.08,0,"no"
48,"no","no",0,197.7,64,244.4,81,13.2,5,3.56,4,"no"
50,"yes","no",0,99.6,108,161.2,62,13.7,6,3.7,2,"yes"
44,"no","no",0,207.2,90,182,74,0,0,0,0,"no"
90,"no","yes",19,214,57,205.6,68,10.3,2,2.78,1,"no"
94,"yes","no",0,243.2,109,94.9,99,7.2,4,1.94,4,"no"
178,"no","yes",35,175.4,88,138.7,94,10.5,3,2.84,2,"no"
72,"no","no",0,147,79,162.9,80,10.5,4,2.84,1,"no"
114,"no","no",0,191.5,88,220.3,118,0,0,0,0,"no"
51,"no","no",0,176.7,129,183.9,51,9.1,4,2.46,0,"no"
105,"no","no",0,246.4,83,169,151,3.8,4,1.03,0,"no"
127,"no","no",0,262.9,95,202.1,101,7.5,5,2.03,1,"no"
152,"yes","yes",20,237.5,120,265.2,80,14.2,3,3.83,9,"yes"
103,"no","no",0,160.2,104,312.5,97,9.7,2,2.62,0,"no"
163,"no","yes",25,219.6,99,242.7,88,13.8,8,3.73,2,"no"
134,"no","yes",50,208.8,130,136.7,107,11.1,4,3,2,"no"
88,"no","yes",27,93.4,106,189,104,10.9,1,2.94,1,"no"
78,"no","no",0,103.5,115,201,94,12,3,3.24,4,"yes"
90,"no","no",0,104,104,158.8,99,8.7,5,2.35,4,"yes"
59,"no","no",0,163.5,107,179.1,100,10.3,1,2.78,2,"no"
85,"no","no",0,225,81,194.3,110,7.1,2,1.92,3,"no"
38,"no","no",0,131.2,98,159,106,8.2,6,2.21,2,"no"
118,"no","no",0,253.2,122,195.3,108,9.7,7,2.62,2,"no"
79,"no","yes",17,236.7,95,259.6,107,12,4,3.24,1,"no"
156,"no","no",0,123.7,96,189.4,82,13.1,4,3.54,1,"no"
92,"no","yes",29,155.4,110,254.9,118,8,4,2.16,3,"no"
121,"no","yes",31,237.1,63,196.7,85,10.1,5,2.73,4,"no"
144,"yes","yes",35,174.8,127,255.8,90,12.8,3,3.46,0,"no"
94,"no","no",0,226.6,119,219.4,141,11.7,2,3.16,3,"no"
101,"no","yes",25,144.1,144,240,107,14.5,3,3.92,1,"no"
108,"no","yes",34,162.1,83,259.8,76,9.6,3,2.59,4,"yes"
105,"no","yes",40,236.5,111,221.1,115,8.1,3,2.19,2,"no"
120,"no","no",0,185.7,133,256.4,78,16.9,6,4.56,0,"no"
102,"no","no",0,234.8,125,163.2,88,10,1,2.7,4,"no"
99,"no","yes",31,244.1,71,234,115,7.7,4,2.08,3,"no"
105,"no","no",0,211.1,99,221.5,96,14.7,7,3.97,4,"no"
57,"no","no",0,166.4,114,260.1,77,10.9,3,2.94,3,"no"
37,"no","yes",33,225.7,133,192.7,131,11.2,5,3.02,3,"no"
111,"no","no",0,123.1,88,184.9,88,12,2,3.24,5,"yes"
73,"no","no",0,240.3,130,231.9,136,11.9,3,3.21,0,"no"
71,"no","no",0,104,92,110.1,123,14.6,8,3.94,0,"no"
144,"no","yes",26,177.1,94,254.8,95,6.6,2,1.78,2,"no"
57,"no","no",0,149.3,100,231.7,101,11.9,3,3.21,2,"no"
143,"no","yes",33,141.4,130,210,111,7.7,6,2.08,1,"no"
120,"no","no",0,163.6,109,186.2,141,12.3,5,3.32,0,"no"
95,"no","no",0,145.4,98,209.8,72,8.8,2,2.38,1,"no"
165,"no","no",0,207.7,109,54.5,91,7.9,3,2.13,0,"no"
126,"yes","no",0,239.7,87,183.5,113,11.4,1,3.08,1,"yes"
100,"no","no",0,129.4,69,157.1,92,10.4,3,2.81,1,"no"
131,"no","yes",33,177.1,100,253.4,124,5.2,5,1.4,1,"no"
152,"no","no",0,189.5,108,291.1,81,11,2,2.97,3,"no"
60,"no","no",0,230.7,66,309.1,139,13.3,10,3.59,1,"no"
53,"no","no",0,57.5,95,244.3,128,11.6,6,3.13,3,"no"
88,"no","no",0,82.7,94,205.9,81,10.6,4,2.86,0,"yes"
73,"yes","no",0,202.9,108,219,102,12.8,5,3.46,1,"no"
107,"no","yes",30,198.9,87,159.8,76,12.6,4,3.4,3,"no"
118,"no","no",0,140.4,112,207.9,155,7.9,1,2.13,0,"no"
60,"no","no",0,197,130,102.8,113,12.6,4,3.4,1,"no"
128,"no","yes",29,179.3,104,323,78,8.6,7,2.32,0,"no"
60,"no","no",0,289.8,101,242.8,76,11.7,4,3.16,2,"yes"
73,"no","no",0,160.1,110,174.1,72,13,4,3.51,0,"no"
78,"no","no",0,193.4,99,243.3,109,9.3,4,2.51,2,"no"
76,"no","no",0,222,99,204.1,131,8.2,5,2.21,3,"yes"
124,"no","no",0,158.6,104,179.3,104,10.2,8,2.75,3,"no"
22,"no","no",0,160.4,108,192.9,115,12.5,4,3.38,1,"no"
100,"no","no",0,254.2,97,256.3,82,13.6,6,3.67,0,"yes"
48,"no","no",0,210.8,84,157.6,99,16.4,3,4.43,2,"no"
60,"no","no",0,221,94,233.2,94,10.1,5,2.73,1,"yes"
67,"no","no",0,124,77,151.2,111,13.1,2,3.54,0,"no"
92,"no","yes",21,227.8,107,259.7,72,12.4,3,3.35,0,"no"
103,"no","no",0,167.8,121,208.2,73,13,3,3.51,5,"no"
124,"no","no",0,312,112,168.6,94,12.8,4,3.46,1,"yes"
93,"yes","no",0,168.4,114,196.2,48,11.4,3,3.08,1,"no"
22,"no","yes",23,182.1,94,128.8,102,12.7,4,3.43,3,"no"
74,"no","no",0,162.7,102,183.3,80,8.7,6,2.35,0,"no"
140,"no","no",0,160.5,123,150.4,94,10.7,5,2.89,1,"no"
95,"no","no",0,190.2,119,181.5,120,14,6,3.78,0,"no"
133,"no","no",0,171.8,64,223,96,10.3,4,2.78,1,"no"
142,"no","no",0,145.4,93,214,96,10.9,1,2.94,1,"no"
21,"no","no",0,138.1,79,194.2,105,12.1,1,3.27,0,"no"
138,"no","no",0,138.7,124,206.7,98,10.4,4,2.81,1,"no"
65,"no","yes",19,259,96,130.1,95,7.5,7,2.03,1,"no"
179,"no","no",0,116.1,101,181.9,103,11.6,5,3.13,0,"no"
105,"no","no",0,204.6,111,260.8,69,5.7,7,1.54,1,"no"
100,"no","yes",38,177.1,88,242.7,72,7.4,2,2,0,"no"
48,"no","no",0,168.6,93,269.9,102,11.4,7,3.08,1,"no"
66,"no","no",0,167.3,91,191.7,118,10.6,5,2.86,1,"yes"
53,"no","yes",27,25.9,119,228.1,64,6.5,7,1.76,1,"no"
131,"no","no",0,196.1,89,250,132,5.2,6,1.4,2,"no"
128,"yes","no",0,192.8,96,151.8,75,13.5,4,3.65,1,"yes"
93,"no","no",0,239.8,70,168.6,112,10.9,10,2.94,1,"no"
83,"no","yes",41,155.9,122,127.6,105,13.1,5,3.54,3,"no"
103,"no","yes",31,107.7,124,196.2,98,8.9,3,2.4,0,"no"
159,"no","yes",15,113.9,102,195.2,137,11.8,9,3.19,1,"no"
57,"no","yes",29,279.9,121,251.7,94,13,2,3.51,1,"no"
54,"no","no",0,197.7,84,189.4,109,7.8,3,2.11,2,"no"
62,"no","no",0,86.3,84,238.4,79,12.5,1,3.38,2,"no"
74,"no","no",0,207.1,79,233.7,73,7.4,8,2,1,"no"
99,"yes","yes",39,126.8,94,174.1,91,8.4,4,2.27,0,"no"
71,"no","yes",39,183.2,103,172.4,109,11.9,6,3.21,1,"no"
30,"no","no",0,112.9,81,188.4,122,11.3,7,3.05,4,"yes"
111,"no","yes",23,87.7,91,173.1,87,12.3,4,3.32,1,"no"
28,"no","no",0,187.8,94,208.8,124,10.6,5,2.86,0,"no"
103,"no","no",0,230.2,100,194.1,112,9,11,2.43,2,"no"
180,"no","no",0,139,96,170.8,118,15.7,5,4.24,2,"no"
67,"no","no",0,245.1,118,193.6,112,8.1,3,2.19,3,"no"
117,"no","no",0,168.8,137,204.8,106,15.5,4,4.19,0,"no"
62,"no","no",0,238.9,102,248.5,103,13.4,4,3.62,0,"no"
89,"no","yes",15,274,83,125.9,141,11.9,2,3.21,0,"no"
98,"no","no",0,182.6,76,162.6,127,12,1,3.24,6,"yes"
76,"no","no",0,263.4,148,170.6,101,11.4,5,3.08,1,"yes"
132,"no","no",0,265.8,122,183.6,124,13.6,9,3.67,2,"yes"
98,"no","yes",31,181.6,112,236.3,121,12.9,4,3.48,2,"no"
150,"no","yes",29,209.9,77,141.9,113,6.6,1,1.78,0,"no"
133,"no","no",0,240.8,72,212.9,76,7.7,5,2.08,1,"no"
138,"no","no",0,149.7,99,256.5,161,9.5,5,2.57,1,"no"
126,"no","no",0,181.7,102,317.9,83,12.4,6,3.35,1,"no"
70,"no","no",0,208.7,97,182.5,122,8,3,2.16,2,"no"
92,"yes","no",0,264.3,91,198.6,73,9.3,5,2.51,0,"no"
117,"no","no",0,302.6,83,209.8,79,10.4,7,2.81,1,"yes"
101,"no","no",0,155.4,71,229.1,97,5.8,1,1.57,1,"no"
62,"no","no",0,196.2,107,203.8,88,13.2,4,3.56,1,"no"
127,"no","yes",27,2.6,113,242.7,156,9.2,5,2.48,3,"no"
106,"no","no",0,207.9,91,191.8,143,14.4,7,3.89,4,"no"
87,"no","no",0,231.3,105,67.7,136,13,6,3.51,1,"no"
60,"no","yes",20,118.3,113,172.8,78,9.4,4,2.54,1,"no"
92,"no","yes",27,233.6,126,262.1,95,12.8,4,3.46,1,"no"
78,"no","no",0,190.3,88,256.5,109,11.7,5,3.16,2,"no"
111,"yes","no",0,177.1,102,153.3,66,8.8,4,2.38,2,"no"
71,"yes","no",0,178.2,113,182.1,111,13.6,3,3.67,3,"yes"
86,"yes","yes",41,225.5,95,134,82,11.6,10,3.13,2,"no"
69,"no","no",0,243.3,101,176.9,138,9.3,3,2.51,0,"no"
135,"no","yes",38,202.6,92,185.8,108,11.9,6,3.21,4,"no"
117,"no","no",0,150.5,121,183.9,97,8.3,2,2.24,0,"no"
190,"yes","no",0,111.9,55,243.2,81,10,7,2.7,3,"no"
116,"no","no",0,159.4,79,167.8,71,9.7,2,2.62,6,"yes"
140,"no","no",0,93.2,109,219.8,94,10.5,2,2.84,1,"no"
66,"no","yes",26,254.9,108,190.8,95,5.4,3,1.46,2,"no"
146,"no","no",0,214.8,86,223.8,100,5.8,3,1.57,3,"no"
126,"no","no",0,190.9,143,191.4,87,13,3,3.51,1,"no"
169,"no","no",0,100.8,112,193.6,95,9.5,2,2.57,0,"no"
99,"no","no",0,191.2,110,243.6,114,14.1,3,3.81,1,"no"
112,"no","no",0,194.4,101,183.4,107,11.4,2,3.08,0,"no"
115,"no","no",0,200.2,115,185.4,102,12.8,2,3.46,3,"no"
72,"yes","no",0,274,75,110,121,7.7,3,2.08,4,"no"
122,"no","no",0,170.5,94,248.6,75,11.3,2,3.05,1,"no"
92,"no","yes",23,167.4,83,116.4,110,11.2,3,3.02,4,"no"
71,"no","no",0,278.9,110,255.2,84,11.7,7,3.16,0,"yes"
133,"no","no",0,226.8,87,160.1,89,9.2,3,2.48,0,"no"
39,"no","no",0,185,113,167.3,78,12,2,3.24,0,"no"
80,"no","no",0,160.6,103,245.1,88,10.7,1,2.89,1,"no"
121,"no","no",0,255.1,93,197.7,118,8.8,3,2.38,3,"yes"
74,"no","no",0,154.3,71,235.3,99,13.9,4,3.75,0,"no"
135,"no","no",0,181.8,92,232.4,78,7,6,1.89,0,"no"
243,"no","no",0,95.5,92,264.2,118,6.6,6,1.78,2,"no"
107,"no","no",0,204.5,108,155,102,13.4,1,3.62,3,"no"
58,"no","no",0,165.4,100,193.8,118,12.8,5,3.46,2,"no"
209,"no","no",0,255.1,124,218,69,8.5,5,2.3,3,"yes"
